File,Date,speed_rpm,Current,Voltage,means,anomaly_score,is_anomaly,suggestion
MOTOR-DC_2020_12_02_17_33_52_Analogico.hdf5,"02/12/2020 17:33:51,618",7939.24161,1.844857,2.94386,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12253128213807807,False,
MOTOR-DC_2020_12_02_17_33_56_Analogico.hdf5,"02/12/2020 17:33:56,018",7901.27444,1.217867,2.9843,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10908075235628845,False,
MOTOR-DC_2020_12_02_17_34_00_Analogico.hdf5,"02/12/2020 17:34:00,478",7891.434785,1.647531,2.95397,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1720710550264058,False,
MOTOR-DC_2020_12_02_17_34_05_Analogico.hdf5,"02/12/2020 17:34:04,820",7960.539929,1.685723,2.952074,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.14533855695471537,False,
MOTOR-DC_2020_12_02_17_34_09_Analogico.hdf5,"02/12/2020 17:34:09,225",7935.438252,1.593425,2.957445,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.15500451923276493,False,
MOTOR-DC_2020_12_02_17_34_14_Analogico.hdf5,"02/12/2020 17:34:13,621",7908.859882,1.182858,2.988407,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09877202748722208,False,
MOTOR-DC_2020_12_02_17_34_18_Analogico.hdf5,"02/12/2020 17:34:18,019",7893.080916,1.437473,2.968187,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.16137089100251661,False,
MOTOR-DC_2020_12_02_17_34_22_Analogico.hdf5,"02/12/2020 17:34:22,418",7879.241469,1.809848,2.940069,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.14587158834839853,False,
MOTOR-DC_2020_12_02_17_34_27_Analogico.hdf5,"02/12/2020 17:34:26,819",7865.565336,1.488396,2.966291,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.16303760750779062,False,
MOTOR-DC_2020_12_02_17_34_31_Analogico.hdf5,"02/12/2020 17:34:31,223",7919.087279,1.456569,2.965344,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1572239667010631,False,
MOTOR-DC_2020_12_02_17_34_36_Analogico.hdf5,"02/12/2020 17:34:35,623",7871.145832,1.198771,2.989039,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10496759090614888,False,
MOTOR-DC_2020_12_02_17_34_40_Analogico.hdf5,"02/12/2020 17:34:40,025",7863.072635,1.816213,2.943544,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.14490524157840273,False,
MOTOR-DC_2020_12_02_17_34_44_Analogico.hdf5,"02/12/2020 17:34:44,419",7886.202609,1.491579,2.964396,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.16372497873401654,False,
MOTOR-DC_2020_12_02_17_34_49_Analogico.hdf5,"02/12/2020 17:34:48,820",7850.977787,1.631617,2.958077,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.16539380123160574,False,
MOTOR-DC_2020_12_02_17_34_53_Analogico.hdf5,"02/12/2020 17:34:53,258",7847.430556,1.727098,2.946388,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1540998194911189,False,
MOTOR-DC_2020_12_02_17_34_58_Analogico.hdf5,"02/12/2020 17:34:57,623",7832.158462,1.784386,2.943544,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13236975068852813,False,
MOTOR-DC_2020_12_02_17_35_02_Analogico.hdf5,"02/12/2020 17:35:02,022",7830.421655,1.816213,2.94386,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12634300928067088,False,
MOTOR-DC_2020_12_02_17_35_06_Analogico.hdf5,"02/12/2020 17:35:06,421",7790.083031,1.367454,2.971978,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09347724195986662,False,
MOTOR-DC_2020_12_02_17_35_11_Analogico.hdf5,"02/12/2020 17:35:10,825",7797.05702,1.73028,2.946704,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1139977305114358,False,
MOTOR-DC_2020_12_02_17_35_15_Analogico.hdf5,"02/12/2020 17:35:15,222",7805.712311,1.415194,2.994094,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10625882951471943,False,
MOTOR-DC_2020_12_02_17_35_20_Analogico.hdf5,"02/12/2020 17:35:19,619",7887.898863,1.637982,2.953338,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.17229261119505468,False,
MOTOR-DC_2020_12_02_17_35_24_Analogico.hdf5,"02/12/2020 17:35:24,020",7822.329001,1.704819,2.947335,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13988040600651364,False,
MOTOR-DC_2020_12_02_17_35_28_Analogico.hdf5,"02/12/2020 17:35:28,420",7787.097277,1.497944,2.965028,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1076373386599574,False,
MOTOR-DC_2020_12_02_17_35_33_Analogico.hdf5,"02/12/2020 17:35:32,823",7863.931217,1.615704,2.959341,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1706719175701747,False,
MOTOR-DC_2020_12_02_17_35_37_Analogico.hdf5,"02/12/2020 17:35:37,224",7863.697861,1.596607,2.957445,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1692662727051677,False,
MOTOR-DC_2020_12_02_17_35_42_Analogico.hdf5,"02/12/2020 17:35:41,619",7871.758176,1.860771,2.938805,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12537387179689718,False,
MOTOR-DC_2020_12_02_17_35_46_Analogico.hdf5,"02/12/2020 17:35:46,020",7867.387505,1.555232,2.960289,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.166139000864026,False,
MOTOR-DC_2020_12_02_17_35_50_Analogico.hdf5,"02/12/2020 17:35:50,422",7859.962379,1.653896,2.953022,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.16499145177890578,False,
MOTOR-DC_2020_12_02_17_35_55_Analogico.hdf5,"02/12/2020 17:35:54,820",7915.058729,1.819396,2.941649,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.14452184166472026,False,
MOTOR-DC_2020_12_02_17_35_59_Analogico.hdf5,"02/12/2020 17:35:59,225",7894.428523,1.695271,2.947651,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.16512466649419838,False,
MOTOR-DC_2020_12_02_17_36_04_Analogico.hdf5,"02/12/2020 17:36:03,621",7903.548933,1.4693,2.967239,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1619195912220534,False,
MOTOR-DC_2020_12_02_17_36_08_Analogico.hdf5,"02/12/2020 17:36:08,020",7881.765857,1.672992,2.955234,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1696877669219638,False,
MOTOR-DC_2020_12_02_17_36_12_Analogico.hdf5,"02/12/2020 17:36:12,424",7858.509489,1.720732,2.947967,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.16079305631855084,False,
MOTOR-DC_2020_12_02_17_36_17_Analogico.hdf5,"02/12/2020 17:36:16,825",7835.891381,1.501127,2.962184,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1500871442671286,False,
MOTOR-DC_2020_12_02_17_36_21_Analogico.hdf5,"02/12/2020 17:36:21,221",7811.834663,1.466117,2.965028,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13236682172858616,False,
MOTOR-DC_2020_12_02_17_36_26_Analogico.hdf5,"02/12/2020 17:36:25,620",7854.915649,1.596607,2.959973,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.16655919928674656,False,
MOTOR-DC_2020_12_02_17_36_30_Analogico.hdf5,"02/12/2020 17:36:30,020",7884.463619,1.587059,2.959025,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1712975419423,False,
MOTOR-DC_2020_12_02_17_36_34_Analogico.hdf5,"02/12/2020 17:36:34,424",7917.14316,1.4693,2.968503,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.15776601275350283,False,
MOTOR-DC_2020_12_02_17_36_39_Analogico.hdf5,"02/12/2020 17:36:38,835",7882.806745,1.561598,2.961552,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1666822406599382,False,
MOTOR-DC_2020_12_02_17_36_43_Analogico.hdf5,"02/12/2020 17:36:43,227",7862.251554,1.539319,2.957761,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.16176790266875535,False,
MOTOR-DC_2020_12_02_17_36_48_Analogico.hdf5,"02/12/2020 17:36:47,621",7861.779007,1.580694,2.95555,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.16468514810176127,False,
MOTOR-DC_2020_12_02_17_36_52_Analogico.hdf5,"02/12/2020 17:36:52,021",9345.95656,2.284069,4.269839,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.07553547474871358,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_36_56_Analogico.hdf5,"02/12/2020 17:36:56,424",10726.501096,2.39228,4.902973,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.004765563089739855,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_37_01_Analogico.hdf5,"02/12/2020 17:37:00,822",10763.589833,3.073376,4.861901,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.047402084954556334,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_37_05_Analogico.hdf5,"02/12/2020 17:37:05,221",10657.247011,2.147213,4.947204,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.05757608150085547,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_37_10_Analogico.hdf5,"02/12/2020 17:37:09,622",10448.206474,3.006539,4.853055,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.02823693294765306,False,
MOTOR-DC_2020_12_02_17_37_14_Analogico.hdf5,"02/12/2020 17:37:14,027",10456.14963,2.420924,4.895707,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.0533717957188905,False,
MOTOR-DC_2020_12_02_17_37_18_Analogico.hdf5,"02/12/2020 17:37:18,424",10396.884072,3.219779,4.833783,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.013260312114984907,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_37_23_Analogico.hdf5,"02/12/2020 17:37:22,822",10268.451542,2.484578,4.894127,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08018669011056884,False,
MOTOR-DC_2020_12_02_17_37_27_Analogico.hdf5,"02/12/2020 17:37:27,229",10093.75294,2.22678,4.905501,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09046141483553788,False,
MOTOR-DC_2020_12_02_17_37_32_Analogico.hdf5,"02/12/2020 17:37:31,625",9984.56004,2.089924,4.914663,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08164167817716983,False,
MOTOR-DC_2020_12_02_17_37_36_Analogico.hdf5,"02/12/2020 17:37:36,042",10099.25962,2.510039,4.884333,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11212873794361938,False,
MOTOR-DC_2020_12_02_17_37_40_Analogico.hdf5,"02/12/2020 17:37:40,427",10098.274132,2.643712,4.87833,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12111463311536891,False,
MOTOR-DC_2020_12_02_17_37_45_Analogico.hdf5,"02/12/2020 17:37:44,820",10181.701523,2.34454,4.896022,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09906730536415875,False,
MOTOR-DC_2020_12_02_17_37_49_Analogico.hdf5,"02/12/2020 17:37:49,228",10206.149094,2.538684,4.882437,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10644434461977492,False,
MOTOR-DC_2020_12_02_17_37_54_Analogico.hdf5,"02/12/2020 17:37:53,629",10215.98677,2.44002,4.90708,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.0802036243478661,False,
MOTOR-DC_2020_12_02_17_37_58_Analogico.hdf5,"02/12/2020 17:37:58,022",10194.361121,2.618251,4.87991,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1107563604525224,False,
MOTOR-DC_2020_12_02_17_38_03_Analogico.hdf5,"02/12/2020 17:38:02,535",10148.49604,2.395463,4.924773,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.06132647590439322,False,
MOTOR-DC_2020_12_02_17_38_07_Analogico.hdf5,"02/12/2020 17:38:06,825",10165.505713,2.611886,4.877698,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11567011096642266,False,
MOTOR-DC_2020_12_02_17_38_11_Analogico.hdf5,"02/12/2020 17:38:11,231",10142.367363,2.675539,4.872959,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11942276572697547,False,
MOTOR-DC_2020_12_02_17_38_16_Analogico.hdf5,"02/12/2020 17:38:15,626",10093.542071,2.981078,4.820198,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07957026606064405,False,
MOTOR-DC_2020_12_02_17_38_20_Analogico.hdf5,"02/12/2020 17:38:20,020",10096.176087,2.729645,4.862217,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12144400617150031,False,
MOTOR-DC_2020_12_02_17_38_24_Analogico.hdf5,"02/12/2020 17:38:24,427",10078.784059,3.022453,4.844209,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07701803183512973,False,
MOTOR-DC_2020_12_02_17_38_29_Analogico.hdf5,"02/12/2020 17:38:28,827",10096.337159,2.745559,4.865061,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11748643033131301,False,
MOTOR-DC_2020_12_02_17_38_33_Analogico.hdf5,"02/12/2020 17:38:33,221",10033.237377,2.124934,4.909608,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08790540097961441,False,
MOTOR-DC_2020_12_02_17_38_38_Analogico.hdf5,"02/12/2020 17:38:37,625",10002.644833,2.646895,4.874539,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12717902797641983,False,
MOTOR-DC_2020_12_02_17_38_42_Analogico.hdf5,"02/12/2020 17:38:42,023",9971.562202,2.121751,4.910871,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08935135318538429,False,
MOTOR-DC_2020_12_02_17_38_46_Analogico.hdf5,"02/12/2020 17:38:46,424",10026.009375,2.328626,4.893811,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1075810030183445,False,
MOTOR-DC_2020_12_02_17_38_51_Analogico.hdf5,"02/12/2020 17:38:50,832",9983.700407,2.637347,4.87675,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12597724433897456,False,
MOTOR-DC_2020_12_02_17_38_55_Analogico.hdf5,"02/12/2020 17:38:55,224",9927.027871,2.287251,4.895707,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11103102656797026,False,
MOTOR-DC_2020_12_02_17_39_00_Analogico.hdf5,"02/12/2020 17:38:59,621",9930.0,2.777385,4.866956,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1242461502525547,False,
MOTOR-DC_2020_12_02_17_39_04_Analogico.hdf5,"02/12/2020 17:39:04,026",9939.259094,2.942885,4.857478,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09793141290296342,False,
MOTOR-DC_2020_12_02_17_39_08_Analogico.hdf5,"02/12/2020 17:39:08,422",9865.4037,3.152943,4.840418,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.04512134768201481,False,
MOTOR-DC_2020_12_02_17_39_13_Analogico.hdf5,"02/12/2020 17:39:12,821",9848.388217,2.233145,4.902025,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11130867295632035,False,
MOTOR-DC_2020_12_02_17_39_17_Analogico.hdf5,"02/12/2020 17:39:17,227",9856.968877,2.589607,4.880542,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1301757346801523,False,
MOTOR-DC_2020_12_02_17_39_22_Analogico.hdf5,"02/12/2020 17:39:21,621",9827.994432,3.028818,4.847368,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08988402632120024,False,
MOTOR-DC_2020_12_02_17_39_26_Analogico.hdf5,"02/12/2020 17:39:26,027",9825.880477,2.443203,4.888756,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1213018948408231,False,
MOTOR-DC_2020_12_02_17_39_30_Analogico.hdf5,"02/12/2020 17:39:30,482",9749.9209,2.993808,4.848948,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10228193342174413,False,
MOTOR-DC_2020_12_02_17_39_35_Analogico.hdf5,"02/12/2020 17:39:34,822",9809.478289,2.802847,4.870432,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12283828083784604,False,
MOTOR-DC_2020_12_02_17_39_39_Analogico.hdf5,"02/12/2020 17:39:39,308",9760.017103,2.42729,4.894443,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11567392394500808,False,
MOTOR-DC_2020_12_02_17_39_44_Analogico.hdf5,"02/12/2020 17:39:43,627",9740.65882,2.831491,4.864745,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1283556074103573,False,
MOTOR-DC_2020_12_02_17_39_48_Analogico.hdf5,"02/12/2020 17:39:48,021",9691.505949,2.054915,4.913715,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08441996807354868,False,
MOTOR-DC_2020_12_02_17_39_52_Analogico.hdf5,"02/12/2020 17:39:52,432",9691.914525,2.675539,4.874223,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.14199778189927487,False,
MOTOR-DC_2020_12_02_17_39_57_Analogico.hdf5,"02/12/2020 17:39:56,823",9738.35447,2.627799,4.878014,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13785583975310073,False,
MOTOR-DC_2020_12_02_17_40_01_Analogico.hdf5,"02/12/2020 17:40:01,227",9700.38584,2.490943,4.884965,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12570097935947483,False,
MOTOR-DC_2020_12_02_17_40_06_Analogico.hdf5,"02/12/2020 17:40:05,627",9679.894798,2.22678,4.901393,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10876437243459336,False,
MOTOR-DC_2020_12_02_17_40_10_Analogico.hdf5,"02/12/2020 17:40:10,028",9668.529635,2.904693,4.859058,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11419058480612909,False,
MOTOR-DC_2020_12_02_17_40_14_Analogico.hdf5,"02/12/2020 17:40:14,428",9652.520533,2.946068,4.85116,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11007708681129558,False,
MOTOR-DC_2020_12_02_17_40_19_Analogico.hdf5,"02/12/2020 17:40:18,823",9622.693626,3.133847,4.840102,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.051876387390998424,False,
MOTOR-DC_2020_12_02_17_40_23_Analogico.hdf5,"02/12/2020 17:40:23,223",9691.196347,2.828308,4.861586,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13179868911668569,False,
MOTOR-DC_2020_12_02_17_40_28_Analogico.hdf5,"02/12/2020 17:40:27,623",9640.626718,2.996991,4.848316,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10079403218663563,False,
MOTOR-DC_2020_12_02_17_40_32_Analogico.hdf5,"02/12/2020 17:40:32,111",9650.009254,3.003356,4.84958,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09876841454176166,False,
MOTOR-DC_2020_12_02_17_40_36_Analogico.hdf5,"02/12/2020 17:40:36,428",9640.949512,1.956251,4.936146,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.04490987661163953,False,
MOTOR-DC_2020_12_02_17_40_41_Analogico.hdf5,"02/12/2020 17:40:40,823",9581.089566,2.694636,4.880226,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1302613123325445,False,
MOTOR-DC_2020_12_02_17_40_45_Analogico.hdf5,"02/12/2020 17:40:45,222",9589.838557,2.716914,4.867272,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1369830407775845,False,
MOTOR-DC_2020_12_02_17_40_50_Analogico.hdf5,"02/12/2020 17:40:49,699",9532.387215,2.694636,4.873275,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13106580969783804,False,
MOTOR-DC_2020_12_02_17_40_54_Analogico.hdf5,"02/12/2020 17:40:54,242",9601.552909,2.691453,4.875803,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13569817116756216,False,
MOTOR-DC_2020_12_02_17_40_59_Analogico.hdf5,"02/12/2020 17:40:58,626",9581.518919,2.662809,4.871695,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.137972804686264,False,
MOTOR-DC_2020_12_02_17_41_03_Analogico.hdf5,"02/12/2020 17:41:03,025",9533.770124,2.131299,4.916558,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07720994875887277,False,
MOTOR-DC_2020_12_02_17_41_07_Analogico.hdf5,"02/12/2020 17:41:07,423",9482.741703,2.713732,4.870116,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13034882712136991,False,
MOTOR-DC_2020_12_02_17_41_12_Analogico.hdf5,"02/12/2020 17:41:11,833",9502.424857,2.615068,4.878646,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1275592084847459,False,
MOTOR-DC_2020_12_02_17_41_16_Analogico.hdf5,"02/12/2020 17:41:16,283",9485.035664,2.529136,4.883069,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12062482969354565,False,
MOTOR-DC_2020_12_02_17_41_21_Analogico.hdf5,"02/12/2020 17:41:20,631",9476.127994,3.092472,4.844525,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.054690317244121434,False,
MOTOR-DC_2020_12_02_17_41_25_Analogico.hdf5,"02/12/2020 17:41:25,022",9464.489632,2.799664,4.866009,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11526321305597298,False,
MOTOR-DC_2020_12_02_17_41_29_Analogico.hdf5,"02/12/2020 17:41:29,423",9461.584296,3.028818,4.800294,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.02840092712670994,False,
MOTOR-DC_2020_12_02_17_41_34_Analogico.hdf5,"02/12/2020 17:41:33,825",9442.248605,1.870319,4.925088,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.03335854943370076,False,
MOTOR-DC_2020_12_02_17_41_38_Analogico.hdf5,"02/12/2020 17:41:38,225",9424.250301,2.790116,4.88844,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08784285788695273,False,
MOTOR-DC_2020_12_02_17_41_43_Analogico.hdf5,"02/12/2020 17:41:42,628",9412.978989,2.414559,4.894127,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08918880358077708,False,
MOTOR-DC_2020_12_02_17_41_47_Analogico.hdf5,"02/12/2020 17:41:47,027",9361.005125,2.742376,4.866956,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10690577233625664,False,
MOTOR-DC_2020_12_02_17_41_51_Analogico.hdf5,"02/12/2020 17:41:51,423",9350.339434,2.102655,4.907396,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.06342132755757263,False,
MOTOR-DC_2020_12_02_17_41_56_Analogico.hdf5,"02/12/2020 17:41:55,825",9343.030026,2.93652,4.857162,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.07552506204897819,False,
MOTOR-DC_2020_12_02_17_42_00_Analogico.hdf5,"02/12/2020 17:42:00,223",9343.074075,3.032001,4.844525,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.05044922543193997,False,
MOTOR-DC_2020_12_02_17_42_05_Analogico.hdf5,"02/12/2020 17:42:04,623",9335.961466,2.713732,4.868852,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11268659326968372,False,
MOTOR-DC_2020_12_02_17_42_09_Analogico.hdf5,"02/12/2020 17:42:09,028",9313.871686,1.889415,4.926668,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.029141208666423668,False,
MOTOR-DC_2020_12_02_17_42_13_Analogico.hdf5,"02/12/2020 17:42:13,424",9342.301501,2.646895,4.877066,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10964475554157393,False,
MOTOR-DC_2020_12_02_17_42_18_Analogico.hdf5,"02/12/2020 17:42:17,824",9306.154201,2.879232,4.861901,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08629837538551882,False,
MOTOR-DC_2020_12_02_17_42_22_Analogico.hdf5,"02/12/2020 17:42:22,225",9291.862187,2.716914,4.869168,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10914712090991036,False,
MOTOR-DC_2020_12_02_17_42_27_Analogico.hdf5,"02/12/2020 17:42:26,633",9244.479058,2.726462,4.868536,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10292360196949907,False,
MOTOR-DC_2020_12_02_17_42_31_Analogico.hdf5,"02/12/2020 17:42:31,026",9222.528426,2.809212,4.864429,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.08886102252766576,False,
